essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
11	1	"Dear @LOCATION1, @CAPS1 people acknowledge the great advances that computers give us, but they also put us at @CAPS1 disadvantages. Computers have been known to help develop health issues. As people become more intune with the online world, they tend to interact with their family less. Don't forget the danger of online predators - they're deadly. @CAPS1 people who do nothing, but watch television are often refered to as cauch potatoes. Those who are glued to their computer screens are no better. It is stated by numerous of @LOCATION2's top doctors that too much time spent on the computer can cause damage to your health. Exercise is highly stressed by doctors around the globe and the only exercise a computer addict will be doing is typing up a storm. They can submerge themselves into obesity. This often causes depression as it begins to sink in. Addition itself is a serious health issue. I wouldn't be surprised if they add a computer wing to rehab centers sometime in the near future. These problems are slowly spreading and we must come together to abolish them! Family time is an treasured value, to the @CAPS2 people, but lately, computers are ruining this tradition. With so @CAPS1 people absorbed with online drama, friends, and even video games, family interaction is declining. People slowly remove themselves from reality and enter an alternate world of cyberspace. They @MONTH1 only emerge from their rooms to use the bathroom and eat, scarcely resting. This can cause great tension or sorrow in @CAPS1 families. Who can erase the horrifying stories of abduction from their memories? Online predators are highly dangerous and extremely clever. Your children could be talking to someone they believe is another teenager looking for a friend to console in when, really, they are a forty-year-old serial killer waiting to find the right time to attack. Studies show that one fourth of online users have had an encounter with a dangerous person."	4	4		8
12	1	Dear @CAPS1 @CAPS2 I feel that computers do take away from peoples life and aren�t as important than the other factors of life. First of all you know that the world is becoming obease because of lack of exercise. Also people don't realize that @CAPS3 warming is becomeing a big problum. Finally familys arn't as close as they used to be. these are all the reasons why computers arn't important to human socioty. First of the world is becomeing obease and cumputers play a huge part in this. Computers don't make people exercise they basicly just sit down on there couch and use the computer this won't help amarica get back into shape. Also computers become a habbit if a person uses a computer everyday of there life it will become an addiction then they won't be able to stop. Finally when people use the computer they don't realize the lack exersise there getting. This is the first reason why computeres are a bad thing. Next @CAPS3 warming is mealting the polar ice caps. Computers play a part in @CAPS3 warming because they use electricty and thjen the electrisity melts the polar ice caps. If this keeps happining then they will all melt and we will not have a shorline and half of the world will be fluded. Finally computers play a huge part in @CAPS3 warming because of the fact that they are so popular. This is another reason why computers are bad. Finally the last reason why computers are bad is because they take away from your family life. For instance there are more and more familys splitting up now and sientest sat that @PERCENT1 of the time it's because of technolagy. When on peroson is on the computer the other people feel that they love the computer more than they love themselfs. Then they split up for good. This is the last reason why I feel computers are bad. In conclution you can see that computeres are a bad thing. First of all you can see that amarica is becomeing obease because of the computers. Also computers are causeing @CAPS3 warming and are eventually goung to flood the earth. And last but not least computers take away from peoples family life and cause them to split up and become unhappy. These are all the reasons why computers are bad.	4	4		8
13	1	Dear local newspaper I raed ur argument on the computers and I think they are a positive effect on people. The first reson I think they are a good effect is because you can do so much with them like if you live in mane and ur cuzin lives in califan you and him could have a wed chat. The second thing you could do is look up news any were in the world you could be stuck on a plane and it would be vary boring when you can take but ur computer and go on ur computer at work and start doing work. When you said it takes away from exirsis well some people use the computer for that too to chart how fast they run or how meny miles they want and sometimes what they eat. The thrid reson is some peolpe jobs are on the computers or making computers for exmple when you made this artical you didnt use a type writer you used a computer and printed it out if we didnt have computers it would make ur @CAPS1 a lot harder. Thank you for reading and whe you are thinking adout it agen pleas consiter my thrie resons.	4	3		7
14	1	My three detaileds for this news paper article is one state you opinion about the effects of computers. Seconde give detailed resons that will persuade of the local newspaper to agree with yor postition. This are my three ideas to the news paper article. To bigin my opinion about the computer effects are wast time. Many people wast time computers like fat people insted by insted by in the computer go and run or exercising. Insted be computer go out ur girlfriend or family or family or friends to have fun. So be incomputer to long is bad many kids wach bad stuff like for adults. Is good to be in computer but not to long. To start you shod agree with me becasue my detailed and my reason. My resons are many airs the bas stuff like porn. Many kids wach that it ruins ther mainly and the futur. They get addicted to that watching. So people that use computer for good stuff its old for mids for good ganes of good. This are my detailed and resons for yor with me. To bigin and going to organize my ideas and well and present them clearly. It good to be at the computer but not the long insted go out plat and exersus. abd yor can enjoy life insted be in computer. The bad things many kids wach bad stuff and cmputer has relly bad staff. The computer is use for evrye thing this days. This how organize my ideas. In conclusion this are my ideas for the news papaer. Ols I state my opinion on computer effects. I give detailed and resons that will persuade local news paper and to agree with me. Think I organize my ideas as much present them clearly. This are my ideas so could new papaer to se computers effects. 	3	3		6
15	1	"Dear, In this world today we should have everyone useing computers. Computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Today computers are like the worlds biggest book of knowledge. everything you need to know is in a computer. You can look up faraway places, and zap theres everything you need to know write in front of you. Computers are fast and easy, everyone can use them. Today kids are so addicted to computers everyday they are on them. There are so many websites that kids and teens go on, like @CAPS1, and facebook ect. on these websites kids as young as ten years old are chatting with friends and putting up pictures. Thers is also webchat websites that allow you to use a webcame and talk to people anywhere in the world. Computers are a great way to get in touch with people. Everyone should have a computer in there home today."	3	3		6
16	1	"Dear @ORGANIZATION1, The computer blinked to life and an image of a blonde haired girl filled the screen. It was easy to find out how life was in @LOCATION2, thanks to the actual @CAPS1 girl explaining it. Going to the library wouldn't have filled one with this priceless information and human interection. Computers are a nessessity of life if soceity wishes to grow and expand. They should be supported because they teach hand eye coordination, give people the ability to learn about faraway places, and allow people to talk to others online. Firstly, computers help teach hand eye coordination. Hand-eye coordination is a useful ability that is usod to excel in sports. In a recent survey, @PERCENT1 of kids felt their hand eye coordination improves after computer use. Even a simple thing like tying can build up this skill. Famous neurologist @CAPS2 @PERSON1 stated in an article last week that, ""@CAPS3 and computer strength the @CAPS2. When on the computer, you automatically process what the eyes see into a command for your hands."" @CAPS4 hand eye coordination can improve people in sports such as baseball and basketball. If someone wan't to become better in these sports, all they'd need to do was turn on the computer. Once people become better at sports, they're more likely to play them and become more healthy. In reality, computers can help with exercising instead of decreasing it. Additionaly, computers allow people to access information about faraway places and people. If someone wanted to reasearch @LOCATION1, all they'd need to do was type in a search would be presented to them in it would link forever to search through countless things. Also, having the ability to learn about cultures can make peole peole and their cultures, they understand others something. Increase tolerance people are. Computers are a resourceful tool that they can help people in every different aspect of life. Lastly, computer and in technology can allow people to chat. Computer chat and video chat can help the all different nations. Bring on good terms places other than can help us understand story comes out about something that happend in @LOCATION3, people can just go on their computer and ask an actual @LOCATION3 citizen their take on the matter. Also, video chat and online conversation can cut down on expensive phone bills. No one wants to pay more than they have to in this economy. Another good point is that you can acess family members you scaresly visit. It can help you connect within your own family more. Oviously, computers are a useful aid in todays era. their advancements push the world foreward to a better place. Computers can help people because they help teach handeye coordination, give people the bility to learn about faraway places and people, and allow people to talk online with others. Think of a world with no computers or technologicall advancements. The world would be sectored and unified, contact between people scare, and information even. The internet is like thousands or librarys put together. Nobody would know much about other nations and news would travel slower. Is that the kind of palce you want people to live in?"	6	6		12
17	1	"Dear Local Newspaper, I belive that computers have a negative effect on peoples lives. I belive this because who spend to much time on the computer don't get out as much as they should, don't spend enough time with their family, and the computer can't do everything. My first reason is I belive that people need to get out more. When they don't get out, they don't exersise and that is very unhealthy. Instead of watching the games or the scores they should get out and play the game. I also belive that they should enjoy nature because I feel like they are wasting the beauty of nature all around them. We wouldn't want to waste our abilities and privalges would we? Another reason is that they do not spend enough time with family. If you have family near you, then you should take advantage of that and interact with one another. You can have fun with your family by playing games. You can also have fun by just hanging out, which boost your social skills and the computer can't always do that, which brings me to my next point. The computer can't do everything, so take advantage of what you have now. Some computer time is fine, but it can be very dangerous by getting addictted to it. The computer @MONTH1 have lots of information, but there is nothing that you can't find in a book. Your computer can't love your dog, so there is a reason why we should get off the computer. There are pleanty of other things that you can do that you can't do on the computer, including sports, taking care of family, and any of your hobbys. Remember that the computer @MONTH1 be great from time to time, but it can not live your life for you. That is why I belive that we should spend less time on the computer, and more time getting out, and having fun with family, and that the the computer can't do everything."	4	4		8
18	1	"Dear Local Newspaper, I must admit that the experts are centainly right cause I know people that stay on the computer all day and that�s really not good if you ask me. Instead of being on computers learning about faraway places, and talking to other people, you should go exercising, you should relax, and you should interact with family and friends. Exercising is much more better than being on a computer, and I say that to say this. When your on a computer just sitting there playing online games and checking other things out, or whatever the case @MONTH1 be, you get board, and hungry, and I know theres some snacks around you while your doing whatever your doing. Instead of being on a computer for @NUM1 or @NUM2 hours or maybe even all day getting fat. There are many ways you can exercise. You can take walks, you can go joggin, you could play a sport, I mean there are a lot of things you can do when your not on a computer. I know some people that could be workin all day and still come home to there computer. Rest is good also. You don't always have to jump on your computer, you could just relax watch a movie, eat some pop corn and just enjoy yourself, you could even take a nap for a little while or something but you don't always have to get straight on your computer if you really don't have to use it. The way I see it is family, and computers are always going to be there but at the same time which one is more important. Friends aren't always dependable so you really don't need them around only a selected few, but thats not the point. Both family, and your true friends have feelings, and if your not spending time with them over a computer that your gonna have when you leave, and come back home too something isn't right. Tomorrow isn't promised, we live for today. So enjoy life while you got the chance, and spend time doing something active, with family and friends, and if your really into computers, try to balance your time out."	4	4		8
19	1	I aegre waf the evansmant ov tnachnolage. The evansmant ov tnachnolige is being to halp fined a kohar froi alnsas. Tnanchnolage waf ont ot we wod not go to the moon. Tnachnologe evans as we maech at. The people are in tnacholege to the frchr fror the good ov live. Famas invanyor ues tnacholage leki lena orde dvanse and his fling mashine. Tnachologe is the grat	2	2		4
20	1	"Well computers can be a good or a bad thing. I don'@CAPS1 realy see @CAPS2 computers can be a bad thing for me. I also know @CAPS2 computers can or will help people all around the world. I think computers has positive effects on people like me. Computers teaches hand-eye coordination. It can help if you need to find out reasearch for a school project. You can create lots of things on computers like music, desiner @CAPS1-shirts, logos, banners and lots of other creative things. With computer you can look up available homes and apartments. You can even go online and fill out a job application and save trips to stores @CAPS2 cool is that!! Well im a regular person not rich not famous but computers provide lot of information people use today. Thats why I think that computers has a positive effects on people and you don'@CAPS1 have to be super smart to use one."	3	3		6
21	1	"Dear @CAPS1 of the @CAPS2 @CAPS3 daily, I am writing you to address the issue of computers in our society today. Each day new discoverys are made from the people that use computers in our society, however many people say that computers are harmful to are communtiy. Today I am going to convince you and society that computers are not as much as on issue as some people say they are. To begin with discoverys in our nation have been advancing rapidly. Each day new discoverys are benefiting our society however they are only being made possible by the help of computers. Without computers some for dieseases would have never been discovered and more people. Would have died. Secondly, computers have also increased medical care and have been the cave between life or death. Finnaly, computers help speed up production rates of cars household neccessitys, and many more objects. Have you ever been bored at home and looking for something to do on that dark, rainy, chilly night? Yes, exactly what I thought well the new technology advances in social-networking can even help the most bored and lonelyest people and give them something to do. Even if your just looking to talk to someone you can easily do that on the internet. So you people out there looking for that special someone will always be able to look somewhere. With all the social networks like twitter, myspace, facebook, and youtube you will always have something to do. During this economic recestion it seems that finding a job is so hard, however the internet comes to the rescue yet again. The internet can help you find a job twice if not three times as fast. Many people also speed up their word by using the computer. With microsoft things are lot easier to do work that you need to make up I hope that everyone can understand how much the computer help you, rather then hurt you. @CAPS1 of the newspaper, I hope you and the rest of the community can see that computer help you more that they hurt you. Thank you very much for your time and effort that you put in to listen to me."	4	4		8
22	1	Dear local Newspaper @CAPS1 a take all your computer and given to the people around the world for the can stay in their houses chating with their family and friend. Computers help people around the world to connect with other people computer help kids do their homework and look up staff that happen around the world.	2	1		3
